,flight_date,flight_status,departure_airport,departure_timezone,departure_gate,departure_terminal,arrival_airport,arrival_timezone,arrival_terminal,arrival_gate,airline_name
4500,2024-09-05,scheduled,Shenzhen,Asia/Shanghai,,T3,Penang International,Asia/Kuala_Lumpur,,,Air China LTD
4501,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Virgin Australia
4502,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Vistara
4503,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,United Airlines
4504,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air New Zealand
4505,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Malaysia Airlines
4506,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air France
4507,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air Canada
4508,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Singapore Airlines
4509,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Virgin Australia
4510,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Vistara
4511,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,United Airlines
4512,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Air New Zealand
4513,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Malaysia Airlines
4514,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,SWISS
4515,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,,,,,AirAsia
4516,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,4,,AirAsia
4517,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,1,,Scoot
4518,2024-09-05,scheduled,Sunan International,Asia/Pyongyang,,,Beijing Capital International,Asia/Shanghai,2,,Air Koryo
4519,2024-09-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,,2,Beijing Capital International,Asia/Shanghai,2,,Hainan Airlines
4520,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Hong Kong International,Asia/Hong_Kong,1,,Cathay Pacific
4521,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,2H15,2,Shanghai Hongqiao International,Asia/Shanghai,2,,China Eastern Airlines
4522,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Hangzhou,Asia/Shanghai,3,,Hainan Airlines
4523,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Shuangliu,Asia/Shanghai,2,,Air China LTD
4524,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Shenzhen,Asia/Shanghai,,,Air China LTD
4525,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Changsha,Asia/Shanghai,2,,Hainan Airlines
4526,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Lanzhou Zhongchuan Airport,,,,Air China LTD
4527,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Kunming,Asia/Shanghai,,,Air China LTD
4528,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Xianyang,Asia/Shanghai,2,,Air China LTD
4529,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Gimpo Airport,Asia/Seoul,I,,Korean Air
4530,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Tianhe International,Asia/Shanghai,3,,Air China LTD
4531,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Nanning,Asia/Shanghai,,,Air China LTD
4532,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Guang Yuan,Asia/Shanghai,,,Air China LTD
4533,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Dalian,Asia/Shanghai,,,Air China LTD
4534,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Chongqing Jiangbei International,Asia/Shanghai,3,,Air China LTD
4535,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Xiamen,Asia/Shanghai,4,,Air China LTD
4536,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Hangzhou,Asia/Shanghai,4,,Air China LTD
4537,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Sartu,Asia/Shanghai,,,Air China LTD
4538,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Nanchang,Asia/Shanghai,,,Air China LTD
4539,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Hami,Asia/Shanghai,,,Air China LTD
4540,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Karamay,Asia/Shanghai,,,Air China LTD
4541,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Yun Cheng,Asia/Shanghai,,,Air China LTD
4542,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Shuangliu,Asia/Shanghai,2,,Sichuan Airlines
4543,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,2H16,2,Shanghai Hongqiao International,Asia/Shanghai,2,,China Eastern Airlines
4544,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Shenzhen,Asia/Shanghai,,,Hainan Airlines
4545,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Guangzhou Baiyun International,Asia/Shanghai,1,,Shenzhen Airlines
4546,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Guiyang,Asia/Shanghai,,,Air China LTD
4547,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Shanghai Hongqiao International,Asia/Shanghai,2,,Air China LTD
4548,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Urumqi,Asia/Shanghai,2,,Air China LTD
4549,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Xining,Asia/Shanghai,,,Air China LTD
4550,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Kansai International,Asia/Tokyo,1,,Air China LTD
4551,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Xianyang,Asia/Shanghai,2,,Hainan Airlines
4552,2024-09-05,scheduled,Barca,Europe/Bratislava,,,Frederic Chopin,Europe/Warsaw,,,LOT - Polish Airlines
4553,2024-09-05,scheduled,Barca,Europe/Bratislava,,,Frederic Chopin,Europe/Warsaw,,,TAP Air Portugal
4554,2024-09-05,scheduled,Trabzon,Europe/Istanbul,,,Sabiha Gokcen,Europe/Istanbul,,,AJet
4555,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Lishe International Airport,Asia/Shanghai,,,Scoot
4556,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Shenzhen,Asia/Shanghai,T3,,Shenzhen Airlines
4557,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,2,Ninoy Aquino International,Asia/Manila,3,,Singapore Airlines
4558,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,2,Phnom Penh International,Asia/Phnom_Penh,,,Singapore Airlines
4559,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Soekarno-Hatta International,Asia/Jakarta,2,,AirAsia
4560,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,1,B5,Scoot
4561,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Sultan Abdul Aziz Shah,Asia/Kuala_Lumpur,,,Scoot
4562,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Perth International,Australia/Perth,1,,Scoot
4563,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,1,2,Soekarno-Hatta International,Asia/Jakarta,3,,TransNusa
4564,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,2,D5,Singapore Airlines
4565,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Kuching,Asia/Kuching,,,AirAsia
4566,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Sultan Azlan Shah Airport,Asia/Kuala_Lumpur,,,AirAsia
4567,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,2,2,Madras International (Meenambakkam),Asia/Kolkata,2,,IndiGo
4568,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,9,2,Civil,Asia/Kolkata,,,Air India Express
4569,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,2,,AirAsia
4570,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,1,3,Soekarno-Hatta International,Asia/Jakarta,2,,Batik Air
4571,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Penang International,Asia/Kuala_Lumpur,,,AirAsia
4572,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,8,4,Juanda,Asia/Jakarta,2,,Jetstar Asia
4573,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,4,Da Nang,Asia/Ho_Chi_Minh,2,,VietJet Air
4574,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Frankfurt International Airport,Europe/Berlin,1,,Singapore Airlines
4575,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Ngurah Rai International,Asia/Makassar,I,,Garuda Indonesia
4576,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Melbourne - Tullamarine Airport,Australia/Melbourne,2,20,Singapore Airlines
4577,2024-09-05,scheduled,Kobe,Asia/Tokyo,,,Haneda Airport,Asia/Tokyo,1,,Skymark Airlines
4578,2024-09-05,scheduled,Kobe,Asia/Tokyo,,,Chitose,Asia/Tokyo,D,,Skymark Airlines
4579,2024-09-05,scheduled,Sharjah,Asia/Dubai,1B,,Kannur International Airport,Asia/Kolkata,,,Air India Express
4580,2024-09-05,scheduled,Sharjah,Asia/Dubai,1B,,Kannur International Airport,Asia/Kolkata,,,Air India
4581,2024-09-05,scheduled,Sharjah,Asia/Dubai,28,,Cairo International Airport,Africa/Cairo,1,,FlyEgypt
4582,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Baghdad International,Asia/Baghdad,,,Air Arabia
4583,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Heydar Aliyev International (Bina International),Asia/Baku,,,Air Arabia
4584,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Bandaranaike International,Asia/Colombo,,,Air Arabia
4585,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Salalah,Asia/Muscat,,,Air Arabia
4586,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,King Khaled International,Asia/Riyadh,1,,Air Arabia
4587,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Mohammad Bin Abdulaziz,Asia/Riyadh,,,Air Arabia
4588,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Air India
4589,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,SWISS
4590,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Lufthansa
4591,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Singapore Airlines
4592,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,Virgin Atlantic
4593,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,Qantas
4594,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,KLM
4595,2024-09-05,scheduled,Kumbhirgram,Asia/Kolkata,,,Netaji Subhas Chandra,Asia/Kolkata,2,,Air India
4596,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,LOT - Polish Airlines
4597,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,Lufthansa
4598,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,Ethiopian Airlines
4599,2024-09-05,scheduled,Netaji Subhas Chandra,Asia/Kolkata,,,Bhubaneswar,Asia/Kolkata,1,,IndiGo
4600,2024-09-05,scheduled,Shenzhen,Asia/Shanghai,,T3,Penang International,Asia/Kuala_Lumpur,,,Air China LTD
4601,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Virgin Australia
4602,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Vistara
4603,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,United Airlines
4604,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air New Zealand
4605,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Malaysia Airlines
4606,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air France
4607,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air Canada
4608,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Singapore Airlines
4609,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Virgin Australia
4610,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Vistara
4611,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,United Airlines
4612,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Air New Zealand
4613,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Malaysia Airlines
4614,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,SWISS
4615,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,,,,,AirAsia
4616,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,4,,AirAsia
4617,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,1,,Scoot
4618,2024-09-05,scheduled,Sunan International,Asia/Pyongyang,,,Beijing Capital International,Asia/Shanghai,2,,Air Koryo
4619,2024-09-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,,2,Beijing Capital International,Asia/Shanghai,2,,Hainan Airlines
4620,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Hong Kong International,Asia/Hong_Kong,1,,Cathay Pacific
4621,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,2H15,2,Shanghai Hongqiao International,Asia/Shanghai,2,,China Eastern Airlines
4622,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Hangzhou,Asia/Shanghai,3,,Hainan Airlines
4623,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Shuangliu,Asia/Shanghai,2,,Air China LTD
4624,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Shenzhen,Asia/Shanghai,,,Air China LTD
4625,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Changsha,Asia/Shanghai,2,,Hainan Airlines
4626,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Lanzhou Zhongchuan Airport,,,,Air China LTD
4627,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Kunming,Asia/Shanghai,,,Air China LTD
4628,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Xianyang,Asia/Shanghai,2,,Air China LTD
4629,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Gimpo Airport,Asia/Seoul,I,,Korean Air
4630,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Tianhe International,Asia/Shanghai,3,,Air China LTD
4631,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Nanning,Asia/Shanghai,,,Air China LTD
4632,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Guang Yuan,Asia/Shanghai,,,Air China LTD
4633,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Dalian,Asia/Shanghai,,,Air China LTD
4634,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Chongqing Jiangbei International,Asia/Shanghai,3,,Air China LTD
4635,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Xiamen,Asia/Shanghai,4,,Air China LTD
4636,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Hangzhou,Asia/Shanghai,4,,Air China LTD
4637,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Sartu,Asia/Shanghai,,,Air China LTD
4638,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Nanchang,Asia/Shanghai,,,Air China LTD
4639,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Hami,Asia/Shanghai,,,Air China LTD
4640,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Karamay,Asia/Shanghai,,,Air China LTD
4641,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Yun Cheng,Asia/Shanghai,,,Air China LTD
4642,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Shuangliu,Asia/Shanghai,2,,Sichuan Airlines
4643,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,2H16,2,Shanghai Hongqiao International,Asia/Shanghai,2,,China Eastern Airlines
4644,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Shenzhen,Asia/Shanghai,,,Hainan Airlines
4645,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Guangzhou Baiyun International,Asia/Shanghai,1,,Shenzhen Airlines
4646,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Guiyang,Asia/Shanghai,,,Air China LTD
4647,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Shanghai Hongqiao International,Asia/Shanghai,2,,Air China LTD
4648,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Urumqi,Asia/Shanghai,2,,Air China LTD
4649,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Xining,Asia/Shanghai,,,Air China LTD
4650,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Kansai International,Asia/Tokyo,1,,Air China LTD
4651,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Xianyang,Asia/Shanghai,2,,Hainan Airlines
4652,2024-09-05,scheduled,Barca,Europe/Bratislava,,,Frederic Chopin,Europe/Warsaw,,,LOT - Polish Airlines
4653,2024-09-05,scheduled,Barca,Europe/Bratislava,,,Frederic Chopin,Europe/Warsaw,,,TAP Air Portugal
4654,2024-09-05,scheduled,Trabzon,Europe/Istanbul,,,Sabiha Gokcen,Europe/Istanbul,,,AJet
4655,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Lishe International Airport,Asia/Shanghai,,,Scoot
4656,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Shenzhen,Asia/Shanghai,T3,,Shenzhen Airlines
4657,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,2,Ninoy Aquino International,Asia/Manila,3,,Singapore Airlines
4658,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,2,Phnom Penh International,Asia/Phnom_Penh,,,Singapore Airlines
4659,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Soekarno-Hatta International,Asia/Jakarta,2,,AirAsia
4660,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,1,B5,Scoot
4661,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Sultan Abdul Aziz Shah,Asia/Kuala_Lumpur,,,Scoot
4662,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Perth International,Australia/Perth,1,,Scoot
4663,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,1,2,Soekarno-Hatta International,Asia/Jakarta,3,,TransNusa
4664,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,2,D5,Singapore Airlines
4665,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Kuching,Asia/Kuching,,,AirAsia
4666,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Sultan Azlan Shah Airport,Asia/Kuala_Lumpur,,,AirAsia
4667,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,2,2,Madras International (Meenambakkam),Asia/Kolkata,2,,IndiGo
4668,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,9,2,Civil,Asia/Kolkata,,,Air India Express
4669,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,2,,AirAsia
4670,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,1,3,Soekarno-Hatta International,Asia/Jakarta,2,,Batik Air
4671,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Penang International,Asia/Kuala_Lumpur,,,AirAsia
4672,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,8,4,Juanda,Asia/Jakarta,2,,Jetstar Asia
4673,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,4,Da Nang,Asia/Ho_Chi_Minh,2,,VietJet Air
4674,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Frankfurt International Airport,Europe/Berlin,1,,Singapore Airlines
4675,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Ngurah Rai International,Asia/Makassar,I,,Garuda Indonesia
4676,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Melbourne - Tullamarine Airport,Australia/Melbourne,2,20,Singapore Airlines
4677,2024-09-05,scheduled,Kobe,Asia/Tokyo,,,Haneda Airport,Asia/Tokyo,1,,Skymark Airlines
4678,2024-09-05,scheduled,Kobe,Asia/Tokyo,,,Chitose,Asia/Tokyo,D,,Skymark Airlines
4679,2024-09-05,scheduled,Sharjah,Asia/Dubai,1B,,Kannur International Airport,Asia/Kolkata,,,Air India Express
4680,2024-09-05,scheduled,Sharjah,Asia/Dubai,1B,,Kannur International Airport,Asia/Kolkata,,,Air India
4681,2024-09-05,scheduled,Sharjah,Asia/Dubai,28,,Cairo International Airport,Africa/Cairo,1,,FlyEgypt
4682,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Baghdad International,Asia/Baghdad,,,Air Arabia
4683,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Heydar Aliyev International (Bina International),Asia/Baku,,,Air Arabia
4684,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Bandaranaike International,Asia/Colombo,,,Air Arabia
4685,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Salalah,Asia/Muscat,,,Air Arabia
4686,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,King Khaled International,Asia/Riyadh,1,,Air Arabia
4687,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Mohammad Bin Abdulaziz,Asia/Riyadh,,,Air Arabia
4688,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Air India
4689,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,SWISS
4690,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Lufthansa
4691,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Singapore Airlines
4692,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,Virgin Atlantic
4693,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,Qantas
4694,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,KLM
4695,2024-09-05,scheduled,Kumbhirgram,Asia/Kolkata,,,Netaji Subhas Chandra,Asia/Kolkata,2,,Air India
4696,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,LOT - Polish Airlines
4697,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,Lufthansa
4698,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,Ethiopian Airlines
4699,2024-09-05,scheduled,Netaji Subhas Chandra,Asia/Kolkata,,,Bhubaneswar,Asia/Kolkata,1,,IndiGo
4700,2024-09-05,scheduled,Shenzhen,Asia/Shanghai,,T3,Penang International,Asia/Kuala_Lumpur,,,Air China LTD
4701,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Virgin Australia
4702,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Vistara
4703,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,United Airlines
4704,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air New Zealand
4705,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Malaysia Airlines
4706,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air France
4707,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air Canada
4708,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Singapore Airlines
4709,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Virgin Australia
